id;judul;deskripsi;user_id;rating
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;1837;4
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;1888;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;1974;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;1900;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;585;4
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;2037;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;2035;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;1877;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;1993;4
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;1739;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;1938;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;2066;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;1631;3
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;2974;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;3089;5
58;100 Tokoh yang Mengubah Indonesia;ABDULHARIS NASUTION (Jenderal Besar, Konseptor Perang Gerilya dan Dwifungsi ABRI) UTentara yang tidak mendapat dukungan rakyat pasti kalah. Jenderal Besar A.H. Nasution adalah sosok yang tak mungkin dilupakan oleh bangsa ini. Tokoh ini bisa tampil tegar, misalnya dalam mengambil sikap ketika kekuatan komunis Il1.erajalela, tetapi Pak Nas juga bisa menitikkan air mata ketika melepas jenazah tujuh Pahlawan Revolusi di awal Oktober 1965. Pak Nas dikenal sebagai penggagas Dwifungsi ABRL Konsep yang digagasnya telah menyimpang ke arah yang destruktif. Orde Baru yang ikut didiri­ kannya (walaupun ia hanya sesaat saja berperan di dalamnya) telah menafsirkan konsep itu dalam peran ganda militer yang sangat represif dan eksesif. Ten­ tara tidak lagi menjadi pembela rakyat, tetapi ber­ main dalam lapangan politik. Selain konsepsi dwifungsi ABRI, ia dikenal seba­ gai peletak dasar perang gerilya. Gagasan perang 1 gerilya dituangkan dalam bukunya yang fenomenal, Strategy of Guerrilla Warfare. Sela;3044;5
